,symbol,splits
972,SPR,"[{'ticker': 'SPR', 'exDate': '2013-12-19', 'paymentDate': '2013-12-19', 'ratio': 100}, {'ticker': 'SPR', 'exDate': '2011-06-07', 'paymentDate': '2011-06-07', 'ratio': 3}]"
973,NK,[]
974,TTCF,[]
975,WISH,[]
976,GSK,[]
977,STOR,[]
978,DOW,[]
979,UAA,"[{'ticker': 'UAA', 'exDate': '2012-07-10', 'paymentDate': '2012-07-10', 'ratio': 0.5}]"
980,SOL,"[{'ticker': 'SOL', 'exDate': '2017-02-10', 'paymentDate': '2017-02-10', 'declaredDate': '2017-02-10', 'ratio': 5, 'tofactor': 5, 'forfactor': 1}]"
981,XL,[]
982,NLS,"[{'ticker': 'NLS', 'exDate': '2001-08-14', 'paymentDate': '2001-08-14', 'ratio': 0.6666666666666666}, {'ticker': 'NLS', 'exDate': '2001-01-16', 'paymentDate': '2001-01-16', 'ratio': 0.6666666666666666}, {'ticker': 'NLS', 'exDate': '2000-08-15', 'paymentDate': '2000-08-15', 'ratio': 0.6666666666666666}]"
983,PSTH,[]
984,LTHM,[]
985,MPC,"[{'ticker': 'MPC', 'exDate': '2015-06-11', 'paymentDate': '2015-06-10', 'declaredDate': '2015-04-29', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}]"
986,ZI,[]
987,FCX,"[{'ticker': 'FCX', 'exDate': '2011-02-02', 'paymentDate': '2011-02-02', 'ratio': 0.5}]"
988,THCB,[]
989,COP,"[{'ticker': 'COP', 'exDate': '2012-04-29', 'paymentDate': '2012-05-01', 'ratio': 0.762316558049262}, {'ticker': 'COP', 'exDate': '2005-06-02', 'paymentDate': '2005-06-02', 'ratio': 0.5}]"
990,FEYE,[]
991,NGA,[]
992,MPW,[]
993,USFD,[]
994,USB,"[{'ticker': 'USB', 'exDate': '2001-02-26', 'paymentDate': '2001-02-26', 'ratio': 0.790513833992095}, {'ticker': 'USB', 'exDate': '1999-04-14', 'paymentDate': '1999-04-14', 'ratio': 0.3333333333333333}, {'ticker': 'USB', 'exDate': '1998-05-19', 'paymentDate': '1998-05-19', 'ratio': 0.3333333333333333}]"
995,CARR,[]
996,GLW,"[{'ticker': 'GLW', 'exDate': '2000-10-04', 'paymentDate': '2000-10-04', 'ratio': 0.3333333333333333}]"
997,SLB,"[{'ticker': 'SLB', 'exDate': '2006-04-10', 'paymentDate': '2006-04-10', 'ratio': 0.5}]"
998,MP,[]
999,LVS,[]
1000,MGNI,[]
1001,LB,"[{'ticker': 'LB', 'exDate': '2000-05-31', 'paymentDate': '2000-05-31', 'ratio': 0.5}, {'ticker': 'LB', 'exDate': '1998-06-01', 'paymentDate': '1998-06-01', 'ratio': 0.9827}]"
1002,STWD,[]
1003,CSIQ,[]
1004,VER,"[{'ticker': 'VER', 'exDate': '2020-12-18', 'paymentDate': '2020-12-18', 'declaredDate': '2020-12-18', 'ratio': 5, 'tofactor': 5, 'forfactor': 1}]"
1005,BJ,[]
1006,SNY,"[{'ticker': 'SNY', 'exDate': '2013-09-29', 'paymentDate': '2013-09-29', 'ratio': 0.2}, {'ticker': 'SNY', 'exDate': '2010-11-16', 'paymentDate': '2010-11-16', 'ratio': 0.1}]"
1007,ENB,"[{'ticker': 'ENB', 'exDate': '2011-06-01', 'paymentDate': '2011-06-01', 'ratio': 0.5}, {'ticker': 'ENB', 'exDate': '2011-05-19', 'paymentDate': '2011-05-19', 'ratio': 0.5}, {'ticker': 'ENB', 'exDate': '2005-05-31', 'paymentDate': '2005-05-31', 'ratio': 0.5}, {'ticker': 'ENB', 'exDate': '1999-05-06', 'paymentDate': '1999-05-06', 'ratio': 0.5}]"
1008,HUYA,[]
1009,NLOK,[]
1010,HPQ,"[{'ticker': 'HPQ', 'exDate': '2000-10-30', 'paymentDate': '2000-10-30', 'ratio': 0.5}]"
1011,OPEN,[]
1012,NIU,"[{'ticker': 'NIU', 'exDate': '2011-05-11', 'paymentDate': '2011-05-11', 'ratio': 0.05}, {'ticker': 'NIU', 'exDate': '2000-05-01', 'paymentDate': '2000-05-01', 'ratio': 5}]"
1013,ELY,[]
1014,MPLX,[]
1015,IVZ,"[{'ticker': 'IVZ', 'exDate': '2007-11-01', 'paymentDate': '2007-11-01', 'ratio': 2}, {'ticker': 'IVZ', 'exDate': '2000-11-08', 'paymentDate': '2000-11-08', 'ratio': 0.4}, {'ticker': 'IVZ', 'exDate': '1998-04-27', 'paymentDate': '1998-04-27', 'ratio': 0.5}]"
1016,DT,[]
1017,REAL,[]
1018,ACTC,[]
1019,AA,"[{'ticker': 'AA', 'exDate': '2016-10-06', 'paymentDate': '2016-10-06', 'declaredDate': '2016-10-06', 'ratio': 3, 'tofactor': 3, 'forfactor': 1}, {'ticker': 'AA', 'exDate': '2000-06-11', 'paymentDate': '2000-06-11', 'ratio': 0.5}, {'ticker': 'AA', 'exDate': '1999-02-25', 'paymentDate': '1999-02-25', 'ratio': 0.5}]"
1020,AES,"[{'ticker': 'AES', 'exDate': '2000-06-02', 'paymentDate': '2000-06-02', 'ratio': 0.5}]"
1021,HSBC,[]
1022,SKLZ,[]
1023,NOVA,"[{'ticker': 'NOVA', 'exDate': '2010-06-02', 'paymentDate': '2010-06-02', 'ratio': 3.000030000300003}]"
1024,AEO,"[{'ticker': 'AEO', 'exDate': '2006-12-19', 'paymentDate': '2006-12-19', 'ratio': 0.6666666666666666}, {'ticker': 'AEO', 'exDate': '2005-03-08', 'paymentDate': '2005-03-08', 'ratio': 0.5}, {'ticker': 'AEO', 'exDate': '2001-02-26', 'paymentDate': '2001-02-26', 'ratio': 0.6666666666666666}, {'ticker': 'AEO', 'exDate': '1999-05-04', 'paymentDate': '1999-05-04', 'ratio': 0.5}, {'ticker': 'AEO', 'exDate': '1998-05-11', 'paymentDate': '1998-05-11', 'ratio': 0.6666666666666666}, {'ticker': 'AEO', 'exDate': '1998-01-06', 'paymentDate': '1998-01-06', 'ratio': 0.6666666666666666}]"
1025,TRIP,[]
1026,TPR,"[{'ticker': 'TPR', 'exDate': '2005-04-05', 'paymentDate': '2005-04-05', 'ratio': 0.5}, {'ticker': 'TPR', 'exDate': '2003-10-02', 'paymentDate': '2003-10-02', 'ratio': 0.5}, {'ticker': 'TPR', 'exDate': '2002-07-05', 'paymentDate': '2002-07-05', 'ratio': 0.5}]"
1027,UNM,[]
1028,SYF,[]
1029,BAM,"[{'ticker': 'BAM', 'exDate': '2020-04-02', 'paymentDate': '2020-04-01', 'declaredDate': '2020-02-12', 'ratio': 0.6666666666666666, 'tofactor': 2, 'forfactor': 3}, {'ticker': 'BAM', 'exDate': '2015-05-13', 'paymentDate': '2015-05-12', 'declaredDate': '2015-04-09', 'ratio': 0.6666666666666666, 'tofactor': 2, 'forfactor': 3}, {'ticker': 'BAM', 'exDate': '2013-04-14', 'paymentDate': '2013-04-14', 'ratio': 0.968054211035818}, {'ticker': 'BAM', 'exDate': '2012-04-30', 'paymentDate': '2012-04-30', 'ratio': 0.890149}, {'ticker': 'BAM', 'exDate': '2007-06-04', 'paymentDate': '2007-06-04', 'ratio': 0.6666666666666666}, {'ticker': 'BAM', 'exDate': '2006-04-28', 'paymentDate': '2006-04-28', 'ratio': 0.6666666666666666}, {'ticker': 'BAM', 'exDate': '2004-06-02', 'paymentDate': '2004-06-02', 'ratio': 0.6666666666666666}]"
1030,BEN,"[{'ticker': 'BEN', 'exDate': '2013-07-26', 'paymentDate': '2013-07-26', 'ratio': 0.3333333333333333}, {'ticker': 'BEN', 'exDate': '1998-01-16', 'paymentDate': '1998-01-16', 'ratio': 0.5}]"
1031,TAP,"[{'ticker': 'TAP', 'exDate': '2007-10-04', 'paymentDate': '2007-10-04', 'ratio': 0.5}]"
1032,FLIR,"[{'ticker': 'FLIR', 'exDate': '2007-12-11', 'paymentDate': '2007-12-11', 'ratio': 0.5}, {'ticker': 'FLIR', 'exDate': '2005-02-03', 'paymentDate': '2005-02-03', 'ratio': 0.5}, {'ticker': 'FLIR', 'exDate': '2003-05-30', 'paymentDate': '2003-05-30', 'ratio': 0.5}]"
1033,HOG,"[{'ticker': 'HOG', 'exDate': '2000-04-10', 'paymentDate': '2000-04-10', 'ratio': 0.5}]"
1034,TIGR,[]
1035,OVV,[]
1036,VTR,[]
1037,DM,[]
1038,SFM,[]
1039,AU,[]
1040,TME,[]
1041,CHNG,[]
1042,XRX,"[{'ticker': 'XRX', 'exDate': '2017-06-15', 'paymentDate': '2017-06-15', 'declaredDate': '2017-06-15', 'ratio': 4, 'tofactor': 4, 'forfactor': 1}, {'ticker': 'XRX', 'exDate': '1999-02-24', 'paymentDate': '1999-02-24', 'ratio': 0.5}]"
1043,NRG,"[{'ticker': 'NRG', 'exDate': '2007-06-01', 'paymentDate': '2007-06-01', 'ratio': 0.5}]"
1044,CAH,"[{'ticker': 'CAH', 'exDate': '2001-04-23', 'paymentDate': '2001-04-23', 'ratio': 0.6666666666666666}, {'ticker': 'CAH', 'exDate': '1998-11-02', 'paymentDate': '1998-11-02', 'ratio': 0.6666666666666666}]"
1045,NTNX,[]
1046,EXEL,[]
1047,FE,"[{'ticker': 'FE', 'exDate': '2003-04-03', 'paymentDate': '2003-04-03', 'ratio': 3}]"
1048,GIS,"[{'ticker': 'GIS', 'exDate': '2010-06-09', 'paymentDate': '2010-06-09', 'ratio': 0.5}, {'ticker': 'GIS', 'exDate': '1999-11-09', 'paymentDate': '1999-11-09', 'ratio': 0.5}]"
1049,CLR,"[{'ticker': 'CLR', 'exDate': '2014-09-09', 'paymentDate': '2014-09-10', 'declaredDate': '2014-08-19', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}]"
1050,STPK,[]
1051,DADA,[]
1052,TOL,"[{'ticker': 'TOL', 'exDate': '2005-07-11', 'paymentDate': '2005-07-11', 'ratio': 0.5}, {'ticker': 'TOL', 'exDate': '2002-04-01', 'paymentDate': '2002-04-01', 'ratio': 0.5}]"
1053,WPM,[]
1054,SCHW,"[{'ticker': 'SCHW', 'exDate': '2000-05-31', 'paymentDate': '2000-05-31', 'ratio': 0.6666666666666666}, {'ticker': 'SCHW', 'exDate': '1999-07-02', 'paymentDate': '1999-07-02', 'ratio': 0.5}, {'ticker': 'SCHW', 'exDate': '1998-12-14', 'paymentDate': '1998-12-14', 'ratio': 0.6666666666666666}]"
1055,STM,"[{'ticker': 'STM', 'exDate': '2000-05-09', 'paymentDate': '2000-05-09', 'ratio': 0.3333333333333333}, {'ticker': 'STM', 'exDate': '1999-06-18', 'paymentDate': '1999-06-18', 'ratio': 0.5}]"
1056,CPB,[]
1057,AFL,"[{'ticker': 'AFL', 'exDate': '2018-03-19', 'paymentDate': '2018-03-19', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'AFL', 'exDate': '2018-03-16', 'paymentDate': '2018-03-16', 'ratio': 1, 'tofactor': 1, 'forfactor': 1}, {'ticker': 'AFL', 'exDate': '2001-03-19', 'paymentDate': '2001-03-19', 'ratio': 0.5}, {'ticker': 'AFL', 'exDate': '1998-06-09', 'paymentDate': '1998-06-09', 'ratio': 0.5}]"
1058,FPRX,[]
1059,PAAS,[]
1060,TOT,"[{'ticker': 'TOT', 'exDate': '2006-05-23', 'paymentDate': '2006-05-23', 'ratio': 0.5}]"
1061,VIPS,"[{'ticker': 'VIPS', 'exDate': '2014-11-04', 'paymentDate': '2014-11-03', 'declaredDate': '2014-10-20', 'ratio': 0.1, 'tofactor': 1, 'forfactor': 10}]"
1062,TTM,[]
1063,KDP,[]
1064,TPX,"[{'ticker': 'TPX', 'exDate': '2020-11-24', 'paymentDate': '2020-11-23', 'ratio': 0.25, 'tofactor': 1, 'forfactor': 4}]"
1065,MT,"[{'ticker': 'MT', 'exDate': '2017-05-22', 'paymentDate': '2017-05-22', 'declaredDate': '2017-05-22', 'ratio': 3, 'tofactor': 3, 'forfactor': 1}]"
1066,PSTG,[]
1067,WOOF,"[{'ticker': 'WOOF', 'exDate': '2004-08-26', 'paymentDate': '2004-08-26', 'ratio': 0.5}]"
1068,ADM,"[{'ticker': 'ADM', 'exDate': '2001-08-29', 'paymentDate': '2001-08-29', 'ratio': 0.952380952380952}, {'ticker': 'ADM', 'exDate': '2000-08-23', 'paymentDate': '2000-08-23', 'ratio': 0.952380952380952}, {'ticker': 'ADM', 'exDate': '1999-08-18', 'paymentDate': '1999-08-18', 'ratio': 0.952380952380952}, {'ticker': 'ADM', 'exDate': '1998-08-19', 'paymentDate': '1998-08-19', 'ratio': 0.952380952380952}]"
1069,AIG,"[{'ticker': 'AIG', 'exDate': '2009-07-01', 'paymentDate': '2009-07-01', 'ratio': 20}, {'ticker': 'AIG', 'exDate': '2000-07-31', 'paymentDate': '2000-07-31', 'ratio': 0.6666666666666666}, {'ticker': 'AIG', 'exDate': '1999-08-02', 'paymentDate': '1999-08-02', 'ratio': 0.8}, {'ticker': 'AIG', 'exDate': '1998-08-03', 'paymentDate': '1998-08-03', 'ratio': 0.6666666666666666}]"
1070,K,[]
1071,DXC,"[{'ticker': 'DXC', 'exDate': '1998-03-23', 'paymentDate': '1998-03-23', 'ratio': 0.5}]"
1072,NWL,[]
1073,PS,[]
1074,IP,[]
1075,ROOT,[]
1076,WY,"[{'ticker': 'WY', 'exDate': '2010-07-19', 'paymentDate': '2010-07-19', 'ratio': 0.5}]"
1077,CFG,[]
1078,AVTR,[]
1079,BTI,"[{'ticker': 'BTI', 'exDate': '2017-02-14', 'paymentDate': '2017-02-13', 'declaredDate': '2017-01-13', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}]"
1080,PRTS,[]
1081,RPRX,"[{'ticker': 'RPRX', 'exDate': '2010-10-15', 'paymentDate': '2010-10-15', 'ratio': 4}]"
1082,TGTX,"[{'ticker': 'TGTX', 'exDate': '2012-04-30', 'paymentDate': '2012-04-30', 'ratio': 56.242969628796395}, {'ticker': 'TGTX', 'exDate': '2011-07-14', 'paymentDate': '2011-07-14', 'ratio': 50}]"
1083,EOG,"[{'ticker': 'EOG', 'exDate': '2014-04-01', 'paymentDate': '2014-03-31', 'declaredDate': '2014-02-24', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'EOG', 'exDate': '2005-03-02', 'paymentDate': '2005-03-02', 'ratio': 0.5}]"
1084,BSX,"[{'ticker': 'BSX', 'exDate': '2003-11-06', 'paymentDate': '2003-11-06', 'ratio': 0.5}, {'ticker': 'BSX', 'exDate': '1998-12-01', 'paymentDate': '1998-12-01', 'ratio': 0.5}]"
1085,PEAK,"[{'ticker': 'PEAK', 'exDate': '2004-03-01', 'paymentDate': '2004-03-01', 'ratio': 2}]"
1086,MET,[]
1087,ARRY,[]
1088,ON,[]
1089,CAG,[]
1090,FITB,"[{'ticker': 'FITB', 'exDate': '2000-07-17', 'paymentDate': '2000-07-17', 'ratio': 0.6666666666666666}, {'ticker': 'FITB', 'exDate': '1998-04-16', 'paymentDate': '1998-04-16', 'ratio': 0.6666666666666666}]"
1091,YALA,[]
1092,ACRS,[]
1093,PPL,"[{'ticker': 'PPL', 'exDate': '2005-08-25', 'paymentDate': '2005-08-25', 'ratio': 0.5}]"
1094,EGHT,[]
1095,CPRI,[]
1096,HRL,"[{'ticker': 'HRL', 'exDate': '2016-02-10', 'paymentDate': '2016-02-09', 'declaredDate': '2015-11-25', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'HRL', 'exDate': '2011-02-15', 'paymentDate': '2011-02-15', 'ratio': 0.5}, {'ticker': 'HRL', 'exDate': '2000-02-16', 'paymentDate': '2000-02-16', 'ratio': 0.5}]"
1097,CNQ,"[{'ticker': 'CNQ', 'exDate': '2010-06-01', 'paymentDate': '2010-06-01', 'ratio': 0.5}, {'ticker': 'CNQ', 'exDate': '2005-05-31', 'paymentDate': '2005-05-31', 'ratio': 0.5}, {'ticker': 'CNQ', 'exDate': '2004-06-01', 'paymentDate': '2004-06-01', 'ratio': 0.5}]"
1098,BKR,[]
1099,TRGP,[]
1100,NUAN,[]
1101,BHC,"[{'ticker': 'BHC', 'exDate': '2000-10-16', 'paymentDate': '2000-10-16', 'ratio': 0.5}, {'ticker': 'BHC', 'exDate': '2000-01-20', 'paymentDate': '2000-01-20', 'ratio': 0.5}]"
1102,DISH,"[{'ticker': 'DISH', 'exDate': '2000-03-23', 'paymentDate': '2000-03-23', 'ratio': 0.5}, {'ticker': 'DISH', 'exDate': '1999-10-26', 'paymentDate': '1999-10-26', 'ratio': 0.5}, {'ticker': 'DISH', 'exDate': '1999-07-20', 'paymentDate': '1999-07-20', 'ratio': 0.5}]"
1103,VNO,"[{'ticker': 'VNO', 'exDate': '1998-10-18', 'paymentDate': '1998-10-18', 'ratio': 0.987}]"
1104,FOXA,[]
1105,TFC,"[{'ticker': 'TFC', 'exDate': '1998-08-03', 'paymentDate': '1998-08-03', 'ratio': 2}]"
1106,CNC,"[{'ticker': 'CNC', 'exDate': '2019-02-07', 'paymentDate': '2019-02-06', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'CNC', 'exDate': '2015-02-18', 'paymentDate': '2015-02-19', 'declaredDate': '2015-02-03', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'CNC', 'exDate': '2004-12-20', 'paymentDate': '2004-12-20', 'ratio': 0.5}, {'ticker': 'CNC', 'exDate': '2003-07-14', 'paymentDate': '2003-07-14', 'ratio': 0.6666666666666666}]"
1107,MOS,[]
1108,MDLZ,[]
1109,VICI,[]
1110,DISCA,[]
1111,VNET,[]
1112,INVH,[]
1113,PHM,"[{'ticker': 'PHM', 'exDate': '2005-09-02', 'paymentDate': '2005-09-02', 'ratio': 0.5}, {'ticker': 'PHM', 'exDate': '2004-01-05', 'paymentDate': '2004-01-05', 'ratio': 0.5}, {'ticker': 'PHM', 'exDate': '1998-06-02', 'paymentDate': '1998-06-02', 'ratio': 0.5}]"
1114,HFC,"[{'ticker': 'HFC', 'exDate': '2011-09-01', 'paymentDate': '2011-09-01', 'ratio': 0.5}, {'ticker': 'HFC', 'exDate': '2006-06-02', 'paymentDate': '2006-06-02', 'ratio': 0.5}, {'ticker': 'HFC', 'exDate': '2004-08-31', 'paymentDate': '2004-08-31', 'ratio': 0.5}, {'ticker': 'HFC', 'exDate': '2001-07-09', 'paymentDate': '2001-07-09', 'ratio': 0.5}]"
1115,BK,"[{'ticker': 'BK', 'exDate': '2007-07-01', 'paymentDate': '2007-07-01', 'ratio': 1.05999576001696}, {'ticker': 'BK', 'exDate': '1998-08-14', 'paymentDate': '1998-08-14', 'ratio': 0.5}]"
1116,CNP,"[{'ticker': 'CNP', 'exDate': '2002-09-30', 'paymentDate': '2002-09-30', 'ratio': 0.843}]"
1117,TPGY,[]
1118,VST,"[{'ticker': 'VST', 'exDate': '2013-08-08', 'paymentDate': '2013-08-08', 'ratio': 0.02}, {'ticker': 'VST', 'exDate': '2004-10-31', 'paymentDate': '2004-10-31', 'ratio': 0.1}, {'ticker': 'VST', 'exDate': '2003-02-26', 'paymentDate': '2003-02-26', 'ratio': 3}]"
1119,ZTO,[]
1120,WU,[]
1121,KKR,[]
1122,FAST,"[{'ticker': 'FAST', 'exDate': '2019-05-23', 'paymentDate': '2019-05-22', 'declaredDate': '2019-04-18', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'FAST', 'exDate': '2011-05-23', 'paymentDate': '2011-05-23', 'ratio': 0.5}, {'ticker': 'FAST', 'exDate': '2005-11-14', 'paymentDate': '2005-11-14', 'ratio': 0.5}, {'ticker': 'FAST', 'exDate': '2002-05-13', 'paymentDate': '2002-05-13', 'ratio': 0.5}]"
1123,JCI,"[{'ticker': 'JCI', 'exDate': '2012-09-30', 'paymentDate': '2012-09-30', 'ratio': 0.4971}, {'ticker': 'JCI', 'exDate': '2007-10-03', 'paymentDate': '2007-10-03', 'ratio': 0.3333333333333333}, {'ticker': 'JCI', 'exDate': '2007-07-01', 'paymentDate': '2007-07-01', 'ratio': 4}, {'ticker': 'JCI', 'exDate': '2004-01-05', 'paymentDate': '2004-01-05', 'ratio': 0.5}, {'ticker': 'JCI', 'exDate': '1999-10-21', 'paymentDate': '1999-10-21', 'ratio': 0.5}]"
1124,EXC,"[{'ticker': 'EXC', 'exDate': '2004-05-06', 'paymentDate': '2004-05-06', 'ratio': 0.5}]"
1125,IPG,"[{'ticker': 'IPG', 'exDate': '1999-07-16', 'paymentDate': '1999-07-16', 'ratio': 0.5}]"
1126,AER,[]
1127,ELAN,[]
1128,JNPR,"[{'ticker': 'JNPR', 'exDate': '2000-06-16', 'paymentDate': '2000-06-16', 'ratio': 0.5}, {'ticker': 'JNPR', 'exDate': '2000-01-18', 'paymentDate': '2000-01-18', 'ratio': 0.3333333333333333}]"
1129,CTVA,[]
1130,BLDR,[]
1131,BWA,"[{'ticker': 'BWA', 'exDate': '2013-12-17', 'paymentDate': '2013-12-17', 'ratio': 0.5}, {'ticker': 'BWA', 'exDate': '2007-12-18', 'paymentDate': '2007-12-18', 'ratio': 0.5}, {'ticker': 'BWA', 'exDate': '2004-05-18', 'paymentDate': '2004-05-18', 'ratio': 0.5}]"
1132,VRT,[]
1133,DRE,[]
1134,HWM,[]
1135,YSG,[]
1136,KNX,"[{'ticker': 'KNX', 'exDate': '2005-12-26', 'paymentDate': '2005-12-26', 'ratio': 0.666666666666667}, {'ticker': 'KNX', 'exDate': '2004-07-20', 'paymentDate': '2004-07-20', 'ratio': 0.666666666666667}, {'ticker': 'KNX', 'exDate': '2001-12-30', 'paymentDate': '2001-12-30', 'ratio': 0.666666666666667}, {'ticker': 'KNX', 'exDate': '2001-06-03', 'paymentDate': '2001-06-03', 'ratio': 0.666666666666667}, {'ticker': 'KNX', 'exDate': '1998-05-18', 'paymentDate': '1998-05-18', 'ratio': 0.666666666666667}]"
1137,NYT,"[{'ticker': 'NYT', 'exDate': '1998-07-02', 'paymentDate': '1998-07-02', 'ratio': 0.5}]"
1138,STL,"[{'ticker': 'STL', 'exDate': '2004-01-15', 'paymentDate': '2004-01-15', 'ratio': 0.22563176895306858}]"
1139,CF,"[{'ticker': 'CF', 'exDate': '2015-06-18', 'paymentDate': '2015-06-18', 'declaredDate': '2015-05-15', 'ratio': 0.2, 'tofactor': 1, 'forfactor': 5}]"
1140,TCOM,"[{'ticker': 'TCOM', 'exDate': '2010-01-20', 'paymentDate': '2010-01-20', 'ratio': 2}, {'ticker': 'TCOM', 'exDate': '2007-07-30', 'paymentDate': '2007-07-30', 'ratio': 2}, {'ticker': 'TCOM', 'exDate': '2006-04-10', 'paymentDate': '2006-04-10', 'ratio': 2}]"
1141,EVRG,[]
1142,ATUS,[]
1143,NI,"[{'ticker': 'NI', 'exDate': '1998-02-23', 'paymentDate': '1998-02-23', 'ratio': 0.5}]"
1144,HIG,"[{'ticker': 'HIG', 'exDate': '1998-07-16', 'paymentDate': '1998-07-16', 'ratio': 0.5}]"
1145,MAS,"[{'ticker': 'MAS', 'exDate': '1998-07-13', 'paymentDate': '1998-07-13', 'ratio': 0.5}]"
1146,IR,"[{'ticker': 'IR', 'exDate': '2013-12-01', 'paymentDate': '2013-12-01', 'ratio': 0.798722044728435}, {'ticker': 'IR', 'exDate': '2005-09-02', 'paymentDate': '2005-09-02', 'ratio': 0.5}]"
1147,UDR,[]
1148,DISCK,[]
1149,PEG,"[{'ticker': 'PEG', 'exDate': '2008-02-05', 'paymentDate': '2008-02-05', 'ratio': 0.5}]"
1150,NLSN,[]
1151,AXTA,[]
1152,AIRC,[]
1153,VNT,[]
1154,OAS,[]
1155,EQH,[]
1156,NWSA,[]
1157,ACGL,"[{'ticker': 'ACGL', 'exDate': '2018-06-21', 'paymentDate': '2018-06-21', 'declaredDate': '2018-06-09', 'ratio': 0.3333333333333333, 'tofactor': 1, 'forfactor': 3}, {'ticker': 'ACGL', 'exDate': '2011-05-12', 'paymentDate': '2011-05-12', 'ratio': 0.3333333333333333}]"
1158,PLTK,[]
1159,AAPL,"[{'ticker': 'AAPL', 'exDate': '2020-08-31', 'paymentDate': '2020-08-28', 'declaredDate': '2020-07-30', 'ratio': 0.25, 'tofactor': 1, 'forfactor': 4}, {'ticker': 'AAPL', 'exDate': '2014-06-09', 'paymentDate': '2014-06-10', 'ratio': 0.14285714285714285, 'tofactor': 1, 'forfactor': 7}, {'ticker': 'AAPL', 'exDate': '2005-02-28', 'paymentDate': '2005-02-28', 'ratio': 0.5}, {'ticker': 'AAPL', 'exDate': '2000-06-21', 'paymentDate': '2000-06-21', 'ratio': 0.5}]"
1160,AMD,"[{'ticker': 'AMD', 'exDate': '2000-08-22', 'paymentDate': '2000-08-22', 'ratio': 0.5}]"
1161,SBUX,"[{'ticker': 'SBUX', 'exDate': '2015-04-09', 'paymentDate': '2015-04-08', 'declaredDate': '2015-03-18', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'SBUX', 'exDate': '2005-10-24', 'paymentDate': '2005-10-24', 'ratio': 0.5}, {'ticker': 'SBUX', 'exDate': '2001-04-30', 'paymentDate': '2001-04-30', 'ratio': 0.5}, {'ticker': 'SBUX', 'exDate': '1999-03-22', 'paymentDate': '1999-03-22', 'ratio': 0.5}]"
1162,WMT,"[{'ticker': 'WMT', 'exDate': '1999-04-20', 'paymentDate': '1999-04-20', 'ratio': 0.5}]"
1163,DKNG,[]
1164,PLUG,"[{'ticker': 'PLUG', 'exDate': '2011-05-20', 'paymentDate': '2011-05-20', 'ratio': 10}]"
1165,NKE,"[{'ticker': 'NKE', 'exDate': '2015-12-24', 'paymentDate': '2015-12-23', 'declaredDate': '2015-11-20', 'ratio': 0.5, 'tofactor': 1, 'forfactor': 2}, {'ticker': 'NKE', 'exDate': '2012-12-26', 'paymentDate': '2012-12-26', 'ratio': 0.5}, {'ticker': 'NKE', 'exDate': '2007-04-03', 'paymentDate': '2007-04-03', 'ratio': 0.5}]"
1166,JPM,"[{'ticker': 'JPM', 'exDate': '2000-06-12', 'paymentDate': '2000-06-12', 'ratio': 0.6666666666666666}, {'ticker': 'JPM', 'exDate': '1998-06-15', 'paymentDate': '1998-06-15', 'ratio': 0.5}]"
1167,ABBV,[]
1168,PINS,[]
1169,SNAP,[]
1170,PTON,[]
1171,RCL,"[{'ticker': 'RCL', 'exDate': '1998-08-03', 'paymentDate': '1998-08-03', 'ratio': 0.5}]"
1172,IBM,"[{'ticker': 'IBM', 'exDate': '1999-05-27', 'paymentDate': '1999-05-27', 'ratio': 0.5}]"
1173,CHWY,[]
1174,QCOM,"[{'ticker': 'QCOM', 'exDate': '2004-08-16', 'paymentDate': '2004-08-16', 'ratio': 0.5}, {'ticker': 'QCOM', 'exDate': '1999-12-31', 'paymentDate': '1999-12-31', 'ratio': 0.25}, {'ticker': 'QCOM', 'exDate': '1999-05-11', 'paymentDate': '1999-05-11', 'ratio': 0.5}]"
1175,PENN,"[{'ticker': 'PENN', 'exDate': '2013-11-03', 'paymentDate': '2013-11-03', 'ratio': 0.226090888537192}, {'ticker': 'PENN', 'exDate': '2005-03-08', 'paymentDate': '2005-03-08', 'ratio': 0.5}, {'ticker': 'PENN', 'exDate': '2002-06-26', 'paymentDate': '2002-06-26', 'ratio': 0.5}]"
1176,LMND,[]
1177,PG,"[{'ticker': 'PG', 'exDate': '2004-06-21', 'paymentDate': '2004-06-21', 'ratio': 0.5}]"
1178,TMUS,"[{'ticker': 'TMUS', 'exDate': '2013-05-01', 'paymentDate': '2013-05-01', 'ratio': 2}]"
