symbol,sector,industry,trades,p_lvl,adv_lvl
BDC,Industrials,Electrical Equipment & Parts,3,2,0
FDBC,Financial Services,BanksÑRegional,3,2,0
RNST,Financial Services,BanksÑRegional,3,2,0
BANR,Financial Services,BanksÑRegional,3,2,0
IBOC,Financial Services,BanksÑRegional,3,2,0
UVSP,Financial Services,BanksÑRegional,3,2,0
IIF,Financial Services,Asset Management,3,2,0
HBCP,Financial Services,BanksÑRegional,3,2,0
FIBK,Financial Services,BanksÑRegional,3,2,0
DEN,Energy,Oil & Gas E&P,3,2,1
TRMK,Financial Services,BanksÑRegional,3,2,0
TVTX, , ,3,2,0
RMR,Real Estate,Real Estate Services,3,2,0
CDK,Technology,SoftwareÑApplication,3,2,1
HOLUU,Financial Services,Shell Companies,3,2,0
CTS,Technology,Electronic Components,3,2,0
EML,Industrials,Tools & Accessories,3,2,0
FMBH,Financial Services,BanksÑRegional,3,2,0
RRBI,Financial Services,BanksÑRegional,3,2,0
SHEN,Communication Services,Telecom Services,3,2,0
AAMC,Financial Services,Asset Management,3,2,0
VSEC,Industrials,Aerospace & Defense,3,2,0
SENEA,Consumer Defensive,Packaged Foods,3,2,0
HFBL,Financial Services,BanksÑRegional,3,2,0
HURC,Industrials,Specialty Industrial Machinery,3,2,0
CATY,Financial Services,BanksÑRegional,3,2,0
RFM,,,3,2,0
CCB,Financial Services,BanksÑRegional,3,2,0
MAYS,Real Estate,Real Estate Services,3,2,0
UFCS,Financial Services,InsuranceÑProperty & Casualty,3,2,0
INTG,Consumer Cyclical,Lodging,3,2,0
ASH,Basic Materials,Specialty Chemicals,3,3,1
UTMD,Healthcare,Medical Instruments & Supplies,3,3,0
ADUS,Healthcare,Medical Care Facilities,3,3,0
LPLA,Financial Services,Capital Markets,3,3,1
USLM,Basic Materials,Building Materials,3,3,0
CNS,Financial Services,Asset Management,3,3,0
PLUS,Technology,SoftwareÑApplication,3,3,0
CABO,Communication Services,Telecom Services,3,4,0
