,symbol,dividends
336,IAG,"[{'ticker': 'IAG', 'exDate': '2013-07-01', 'paymentDate': '2013-07-12', 'recordDate': '2013-07-03', 'declaredDate': '2013-06-04', 'amount': 0.125}]"
337,OBLN,[]
338,PTN,[]
339,YJ,[]
340,GSM,"[{'ticker': 'GSM', 'exDate': '2018-09-04', 'paymentDate': '2018-09-20', 'recordDate': '2018-09-05', 'declaredDate': '2018-08-20', 'amount': 0.06}, {'ticker': 'GSM', 'exDate': '2018-06-07', 'paymentDate': '2018-06-29', 'recordDate': '2018-06-08', 'declaredDate': '2018-05-21', 'amount': 0.06}, {'ticker': 'GSM', 'exDate': '2016-12-06', 'paymentDate': '2016-12-29', 'recordDate': '2016-12-08', 'declaredDate': '2016-11-13', 'amount': 0.08}, {'ticker': 'GSM', 'exDate': '2016-09-12', 'paymentDate': '2016-09-28', 'recordDate': '2016-09-14', 'declaredDate': '2016-08-03', 'amount': 0.08}, {'ticker': 'GSM', 'exDate': '2016-08-04', 'paymentDate': '2016-08-12', 'recordDate': '2016-08-08', 'declaredDate': '2016-07-28', 'amount': 0.08}, {'ticker': 'GSM', 'exDate': '2016-02-24', 'paymentDate': '2016-03-14', 'recordDate': '2016-02-26', 'declaredDate': '2016-02-03', 'amount': 0.08}]"
341,SOS,[]
342,WISA,[]
343,TRVG,[]
344,LKCO,[]
345,OBSV,[]
346,EYES,[]
347,IGC,[]
348,REI,[]
349,XBIO,[]
350,AZRX,[]
351,MTC,[]
352,ATIF,[]
353,ALRN,[]
354,ARPO,[]
355,SNCA,[]
356,BXRX,[]
357,ITP,"[{'ticker': 'ITP', 'exDate': '2013-11-26', 'paymentDate': '2013-12-16', 'recordDate': '2013-11-29', 'declaredDate': '2013-11-12', 'amount': 0.005}, {'ticker': 'ITP', 'exDate': '2013-04-12', 'paymentDate': '2013-04-30', 'recordDate': '2013-04-16', 'declaredDate': '2013-04-04', 'amount': 0.0125}, {'ticker': 'ITP', 'exDate': '2012-12-13', 'paymentDate': '2012-12-31', 'recordDate': '2012-12-17', 'declaredDate': '2012-12-06', 'amount': 0.0125}, {'ticker': 'ITP', 'exDate': '2012-09-12', 'paymentDate': '2012-10-01', 'recordDate': '2012-09-14', 'declaredDate': '2012-09-04', 'amount': 0.0125}, {'ticker': 'ITP', 'exDate': '2012-06-13', 'paymentDate': '2012-07-02', 'recordDate': '2012-06-15', 'declaredDate': '2012-06-01', 'amount': 0.0125}]"
358,LYG,"[{'ticker': 'LYG', 'exDate': '2020-04-16', 'paymentDate': '2020-06-08', 'recordDate': '2020-04-17', 'amount': 0.105}, {'ticker': 'LYG', 'exDate': '2019-08-09', 'paymentDate': '2019-09-23', 'recordDate': '2019-08-12', 'amount': 0.056}, {'ticker': 'LYG', 'exDate': '2019-04-04', 'paymentDate': '2019-05-31', 'recordDate': '2019-04-05', 'amount': 0.108}, {'ticker': 'LYG', 'exDate': '2018-08-16', 'paymentDate': '2018-10-09', 'recordDate': '2018-08-17', 'declaredDate': '2018-08-03', 'amount': 0.056}, {'ticker': 'LYG', 'exDate': '2018-04-19', 'paymentDate': '2018-06-08', 'recordDate': '2018-04-20', 'amount': 0.109}, {'ticker': 'LYG', 'exDate': '2017-08-09', 'paymentDate': '2017-10-10', 'recordDate': '2017-08-11', 'declaredDate': '2017-07-28', 'amount': 0.053}, {'ticker': 'LYG', 'exDate': '2017-04-05', 'paymentDate': '2017-05-26', 'recordDate': '2017-04-07', 'declaredDate': '2017-05-19', 'amount': 0.113}, {'ticker': 'LYG', 'exDate': '2016-08-10', 'paymentDate': '2016-10-11', 'recordDate': '2016-08-12', 'declaredDate': '2016-09-29', 'amount': 0.044}, {'ticker': 'LYG', 'exDate': '2016-04-06', 'paymentDate': '2016-05-27', 'recordDate': '2016-04-08', 'declaredDate': '2016-05-19', 'amount': 0.116}, {'ticker': 'LYG', 'exDate': '2015-08-12', 'paymentDate': '2015-10-08', 'recordDate': '2015-08-14', 'declaredDate': '2015-09-29', 'amount': 0.045}, {'ticker': 'LYG', 'exDate': '2015-04-02', 'paymentDate': '2015-05-29', 'recordDate': '2015-04-07', 'declaredDate': '2015-05-21', 'amount': 0.047}]"
359,ASRT,[]
360,ABEO,[]
361,TMBR,[]
362,SPCB,[]
363,MBIO,[]
364,CHS,"[{'ticker': 'CHS', 'exDate': '2020-03-13', 'paymentDate': '2020-03-30', 'recordDate': '2020-03-16', 'amount': 0.09}, {'ticker': 'CHS', 'exDate': '2019-12-06', 'paymentDate': '2019-12-20', 'recordDate': '2019-12-09', 'amount': 0.087}, {'ticker': 'CHS', 'exDate': '2019-09-13', 'paymentDate': '2019-09-30', 'recordDate': '2019-09-16', 'amount': 0.087}, {'ticker': 'CHS', 'exDate': '2019-06-14', 'paymentDate': '2019-07-01', 'recordDate': '2019-06-17', 'amount': 0.087}, {'ticker': 'CHS', 'exDate': '2019-03-15', 'paymentDate': '2019-04-01', 'recordDate': '2019-03-18', 'amount': 0.087}, {'ticker': 'CHS', 'exDate': '2018-12-07', 'paymentDate': '2018-12-21', 'recordDate': '2018-12-10', 'declaredDate': '2018-11-09', 'amount': 0.085}, {'ticker': 'CHS', 'exDate': '2018-09-14', 'paymentDate': '2018-10-01', 'recordDate': '2018-09-17', 'declaredDate': '2018-06-22', 'amount': 0.085}, {'ticker': 'CHS', 'exDate': '2018-06-15', 'paymentDate': '2018-07-02', 'recordDate': '2018-06-18', 'declaredDate': '2018-04-27', 'amount': 0.085}, {'ticker': 'CHS', 'exDate': '2018-03-16', 'paymentDate': '2018-04-02', 'recordDate': '2018-03-19', 'declaredDate': '2018-02-21', 'amount': 0.085}, {'ticker': 'CHS', 'exDate': '2017-12-01', 'paymentDate': '2017-12-18', 'recordDate': '2017-12-04', 'declaredDate': '2017-11-21', 'amount': 0.083}, {'ticker': 'CHS', 'exDate': '2017-09-08', 'paymentDate': '2017-09-25', 'recordDate': '2017-09-11', 'declaredDate': '2017-06-23', 'amount': 0.083}, {'ticker': 'CHS', 'exDate': '2017-06-08', 'paymentDate': '2017-06-26', 'recordDate': '2017-06-12', 'declaredDate': '2017-04-07', 'amount': 0.083}, {'ticker': 'CHS', 'exDate': '2017-03-09', 'paymentDate': '2017-03-27', 'recordDate': '2017-03-13', 'declaredDate': '2017-02-22', 'amount': 0.083}, {'ticker': 'CHS', 'exDate': '2016-12-01', 'paymentDate': '2016-12-19', 'recordDate': '2016-12-05', 'declaredDate': '2016-11-22', 'amount': 0.08}, {'ticker': 'CHS', 'exDate': '2016-09-08', 'paymentDate': '2016-09-26', 'recordDate': '2016-09-12', 'declaredDate': '2016-06-17', 'amount': 0.08}, {'ticker': 'CHS', 'exDate': '2016-06-09', 'paymentDate': '2016-06-27', 'recordDate': '2016-06-13', 'declaredDate': '2016-04-11', 'amount': 0.08}, {'ticker': 'CHS', 'exDate': '2016-03-10', 'paymentDate': '2016-03-28', 'recordDate': '2016-03-14', 'declaredDate': '2016-02-25', 'amount': 0.08}, {'ticker': 'CHS', 'exDate': '2015-12-03', 'paymentDate': '2015-12-21', 'recordDate': '2015-12-07', 'declaredDate': '2015-11-24', 'amount': 0.078}, {'ticker': 'CHS', 'exDate': '2015-09-10', 'paymentDate': '2015-09-28', 'recordDate': '2015-09-14', 'declaredDate': '2015-06-29', 'amount': 0.078}, {'ticker': 'CHS', 'exDate': '2015-06-11', 'paymentDate': '2015-06-29', 'recordDate': '2015-06-15', 'declaredDate': '2015-04-27', 'amount': 0.078}, {'ticker': 'CHS', 'exDate': '2015-03-12', 'paymentDate': '2015-03-30', 'recordDate': '2015-03-16', 'declaredDate': '2015-03-02', 'amount': 0.078}, {'ticker': 'CHS', 'exDate': '2014-12-04', 'paymentDate': '2014-12-22', 'recordDate': '2014-12-08', 'declaredDate': '2014-11-26', 'amount': 0.075}, {'ticker': 'CHS', 'exDate': '2014-09-11', 'paymentDate': '2014-09-29', 'recordDate': '2014-09-15', 'declaredDate': '2014-06-26', 'amount': 0.075}, {'ticker': 'CHS', 'exDate': '2014-06-12', 'paymentDate': '2014-06-30', 'recordDate': '2014-06-16', 'declaredDate': '2014-04-15', 'amount': 0.075}, {'ticker': 'CHS', 'exDate': '2014-03-13', 'paymentDate': '2014-03-31', 'recordDate': '2014-03-17', 'declaredDate': '2014-02-27', 'amount': 0.075}, {'ticker': 'CHS', 'exDate': '2013-12-05', 'paymentDate': '2013-12-23', 'recordDate': '2013-12-09', 'declaredDate': '2013-11-26', 'amount': 0.075}, {'ticker': 'CHS', 'exDate': '2013-09-12', 'paymentDate': '2013-09-30', 'recordDate': '2013-09-16', 'declaredDate': '2013-06-28', 'amount': 0.055}]"
365,BTU,"[{'ticker': 'BTU', 'exDate': '2019-10-29', 'paymentDate': '2019-11-29', 'recordDate': '2019-10-30', 'amount': 0.145}, {'ticker': 'BTU', 'exDate': '2019-08-20', 'paymentDate': '2019-09-11', 'recordDate': '2019-08-21', 'amount': 0.145}, {'ticker': 'BTU', 'exDate': '2019-05-21', 'paymentDate': '2019-06-12', 'recordDate': '2019-05-22', 'amount': 0.14}, {'ticker': 'BTU', 'exDate': '2019-03-11', 'paymentDate': '2019-03-20', 'recordDate': '2019-03-12', 'amount': 1.85}, {'ticker': 'BTU', 'exDate': '2019-02-19', 'paymentDate': '2019-03-06', 'recordDate': '2019-02-20', 'amount': 0.13}, {'ticker': 'BTU', 'exDate': '2018-10-30', 'paymentDate': '2018-11-21', 'recordDate': '2018-10-31', 'declaredDate': '2018-10-17', 'amount': 0.13}, {'ticker': 'BTU', 'exDate': '2018-08-01', 'paymentDate': '2018-08-23', 'recordDate': '2018-08-02', 'declaredDate': '2018-07-19', 'amount': 0.125}, {'ticker': 'BTU', 'exDate': '2018-05-18', 'paymentDate': '2018-06-04', 'recordDate': '2018-05-21', 'declaredDate': '2018-05-10', 'amount': 0.115}, {'ticker': 'BTU', 'exDate': '2018-02-15', 'paymentDate': '2018-03-05', 'recordDate': '2018-02-19', 'declaredDate': '2018-02-07', 'amount': 0.115}, {'ticker': 'BTU', 'exDate': '2015-05-15', 'paymentDate': '2015-06-09', 'recordDate': '2015-05-19', 'declaredDate': '2015-05-05', 'amount': 0.037}, {'ticker': 'BTU', 'exDate': '2015-02-04', 'paymentDate': '2015-02-26', 'recordDate': '2015-02-06', 'declaredDate': '2015-01-27', 'amount': 0.002}, {'ticker': 'BTU', 'exDate': '2014-11-04', 'paymentDate': '2014-11-26', 'recordDate': '2014-11-06', 'declaredDate': '2014-10-23', 'amount': 0.085}, {'ticker': 'BTU', 'exDate': '2014-08-06', 'paymentDate': '2014-08-29', 'recordDate': '2014-08-08', 'declaredDate': '2014-07-25', 'amount': 0.085}, {'ticker': 'BTU', 'exDate': '2014-05-20', 'paymentDate': '2014-06-12', 'recordDate': '2014-05-22', 'declaredDate': '2014-05-08', 'amount': 0.085}, {'ticker': 'BTU', 'exDate': '2014-02-04', 'paymentDate': '2014-02-27', 'recordDate': '2014-02-06', 'declaredDate': '2014-01-23', 'amount': 0.085}, {'ticker': 'BTU', 'exDate': '2013-11-05', 'paymentDate': '2013-11-29', 'recordDate': '2013-11-07', 'declaredDate': '2013-10-24', 'amount': 0.085}, {'ticker': 'BTU', 'exDate': '2013-08-06', 'paymentDate': '2013-08-29', 'recordDate': '2013-08-08', 'declaredDate': '2013-07-26', 'amount': 0.085}]"
366,VEON,"[{'ticker': 'VEON', 'exDate': '2020-02-26', 'paymentDate': '2020-03-05', 'recordDate': '2020-02-27', 'amount': 0.115}, {'ticker': 'VEON', 'exDate': '2019-08-13', 'paymentDate': '2019-08-23', 'recordDate': '2019-08-14', 'amount': 0.109}, {'ticker': 'VEON', 'exDate': '2019-03-07', 'paymentDate': '2019-03-20', 'recordDate': '2019-03-08', 'amount': 0.134}, {'ticker': 'VEON', 'exDate': '2018-08-13', 'paymentDate': '2018-08-21', 'recordDate': '2018-08-14', 'amount': 0.12}, {'ticker': 'VEON', 'exDate': '2018-03-02', 'paymentDate': '2018-03-13', 'recordDate': '2018-03-05', 'declaredDate': '2018-02-22', 'amount': 0.17}, {'ticker': 'VEON', 'exDate': '2017-08-10', 'paymentDate': '2017-09-06', 'recordDate': '2017-08-14', 'declaredDate': '2017-08-03', 'amount': 0.11}, {'ticker': 'VEON', 'exDate': '2017-03-28', 'paymentDate': '2017-04-12', 'recordDate': '2017-03-30', 'amount': 0.195}, {'ticker': 'VEON', 'exDate': '2016-11-16', 'paymentDate': '2016-12-07', 'recordDate': '2016-11-18', 'declaredDate': '2016-11-03', 'amount': 0.035}, {'ticker': 'VEON', 'exDate': '2015-11-19', 'paymentDate': '2015-12-07', 'recordDate': '2015-11-23', 'declaredDate': '2015-11-05', 'amount': 0.035}, {'ticker': 'VEON', 'exDate': '2014-11-20', 'paymentDate': '2014-12-08', 'recordDate': '2014-11-24', 'declaredDate': '2014-11-12', 'amount': 0.035}, {'ticker': 'VEON', 'exDate': '2013-11-14', 'paymentDate': '2013-12-13', 'recordDate': '2013-11-18', 'declaredDate': '2013-11-06', 'amount': 0.45}, {'ticker': 'VEON', 'exDate': '2013-04-25', 'paymentDate': '2013-05-15', 'recordDate': '2013-04-29', 'declaredDate': '2013-04-18', 'amount': 1.14}, {'ticker': 'VEON', 'exDate': '2012-12-24', 'paymentDate': '2013-01-15', 'recordDate': '2012-12-27', 'declaredDate': '2012-12-17', 'amount': 0.8}, {'ticker': 'VEON', 'exDate': '2012-05-30', 'paymentDate': '2012-05-30', 'recordDate': '2012-06-01', 'declaredDate': '2012-03-13', 'amount': 0.35}, {'ticker': 'VEON', 'exDate': '2011-11-29', 'paymentDate': '2011-11-29', 'recordDate': '2011-12-01', 'declaredDate': '2011-09-07', 'amount': 0.45}, {'ticker': 'VEON', 'exDate': '2011-05-27', 'paymentDate': '2011-06-10', 'recordDate': '2011-06-01', 'declaredDate': '2011-04-26', 'amount': 0.15}, {'ticker': 'VEON', 'exDate': '2011-03-15', 'paymentDate': '2011-03-25', 'recordDate': '2011-03-17', 'declaredDate': '2011-03-07', 'amount': 0.19}, {'ticker': 'VEON', 'exDate': '2010-11-24', 'paymentDate': '2010-11-24', 'recordDate': '2010-11-29', 'declaredDate': '2010-11-15', 'amount': 0.46}]"
367,TENX,[]
368,CNET,[]
369,UEC,[]
370,GNW,[]
371,DNN,[]
372,AIHS,[]
373,IPDN,[]
374,HOTH,[]
375,QTT,[]
376,URG,[]
377,SNGX,[]
378,ADTX,[]
379,CATB,[]
380,VTNR,[]
381,CLBS,[]
382,VTGN,[]
383,CPG,"[{'ticker': 'CPG', 'exDate': '2020-12-14', 'paymentDate': '2021-01-04', 'recordDate': '2020-12-15', 'amount': 0.002}, {'ticker': 'CPG', 'exDate': '2020-09-14', 'paymentDate': '2020-10-01', 'recordDate': '2020-09-15', 'amount': 0.002}, {'ticker': 'CPG', 'exDate': '2020-06-12', 'paymentDate': '2020-07-02', 'recordDate': '2020-06-15', 'amount': 0.002}, {'ticker': 'CPG', 'exDate': '2020-03-12', 'paymentDate': '2020-04-01', 'recordDate': '2020-03-15', 'amount': 0.007}, {'ticker': 'CPG', 'exDate': '2019-12-12', 'paymentDate': '2020-01-02', 'recordDate': '2019-12-15', 'amount': 0.008}, {'ticker': 'CPG', 'exDate': '2019-09-12', 'paymentDate': '2019-10-01', 'recordDate': '2019-09-15', 'amount': 0.008}, {'ticker': 'CPG', 'exDate': '2019-06-13', 'paymentDate': '2019-07-02', 'recordDate': '2019-06-15', 'amount': 0.007}, {'ticker': 'CPG', 'exDate': '2019-03-14', 'paymentDate': '2019-04-01', 'recordDate': '2019-03-15', 'amount': 0.008}, {'ticker': 'CPG', 'exDate': '2018-12-28', 'paymentDate': '2019-01-15', 'recordDate': '2018-12-31', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2018-11-29', 'paymentDate': '2018-12-17', 'recordDate': '2018-11-30', 'declaredDate': '2018-11-15', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2018-10-30', 'paymentDate': '2018-11-15', 'recordDate': '2018-10-31', 'declaredDate': '2018-10-15', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2018-09-27', 'paymentDate': '2018-10-15', 'recordDate': '2018-09-30', 'declaredDate': '2018-09-17', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2018-08-30', 'paymentDate': '2018-09-17', 'recordDate': '2018-08-31', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2018-07-30', 'paymentDate': '2018-08-15', 'recordDate': '2018-07-31', 'declaredDate': '2018-07-16', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2018-06-28', 'paymentDate': '2018-07-16', 'recordDate': '2018-06-30', 'declaredDate': '2018-06-15', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2018-05-30', 'paymentDate': '2018-06-15', 'recordDate': '2018-05-31', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2018-04-27', 'paymentDate': '2018-05-15', 'recordDate': '2018-04-30', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2018-03-28', 'paymentDate': '2018-04-16', 'recordDate': '2018-03-31', 'declaredDate': '2018-03-15', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2018-02-27', 'paymentDate': '2018-03-15', 'recordDate': '2018-02-28', 'declaredDate': '2018-02-15', 'amount': 0.024}, {'ticker': 'CPG', 'exDate': '2018-01-30', 'paymentDate': '2018-02-15', 'recordDate': '2018-01-31', 'amount': 0.024}, {'ticker': 'CPG', 'exDate': '2017-12-28', 'paymentDate': '2018-01-15', 'recordDate': '2017-12-31', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2017-11-29', 'paymentDate': '2017-12-15', 'recordDate': '2017-11-30', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2017-10-30', 'paymentDate': '2017-11-15', 'recordDate': '2017-10-31', 'declaredDate': '2017-10-16', 'amount': 0.024}, {'ticker': 'CPG', 'exDate': '2017-09-28', 'paymentDate': '2017-10-16', 'recordDate': '2017-09-30', 'declaredDate': '2017-09-15', 'amount': 0.025}, {'ticker': 'CPG', 'exDate': '2017-08-29', 'paymentDate': '2017-09-15', 'recordDate': '2017-08-31', 'declaredDate': '2017-08-16', 'amount': 0.024}, {'ticker': 'CPG', 'exDate': '2017-07-27', 'paymentDate': '2017-08-15', 'recordDate': '2017-07-31', 'declaredDate': '2017-07-18', 'amount': 0.047}, {'ticker': 'CPG', 'exDate': '2017-06-28', 'paymentDate': '2017-07-17', 'recordDate': '2017-06-30', 'declaredDate': '2017-06-16', 'amount': 0.022}, {'ticker': 'CPG', 'exDate': '2017-05-29', 'paymentDate': '2017-06-15', 'recordDate': '2017-05-31', 'declaredDate': '2017-05-15', 'amount': 0.022}, {'ticker': 'CPG', 'exDate': '2017-04-26', 'paymentDate': '2017-05-15', 'recordDate': '2017-04-30', 'declaredDate': '2017-04-17', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2017-03-29', 'paymentDate': '2017-04-17', 'recordDate': '2017-03-31', 'declaredDate': '2017-03-15', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2017-02-24', 'paymentDate': '2017-03-15', 'recordDate': '2017-02-28', 'declaredDate': '2017-02-15', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2017-01-27', 'paymentDate': '2017-02-15', 'recordDate': '2017-01-31', 'declaredDate': '2017-01-17', 'amount': 0.022}, {'ticker': 'CPG', 'exDate': '2016-12-28', 'paymentDate': '2017-01-16', 'recordDate': '2016-12-31', 'declaredDate': '2016-12-15', 'amount': 0.022}, {'ticker': 'CPG', 'exDate': '2016-11-28', 'paymentDate': '2016-12-15', 'recordDate': '2016-11-30', 'declaredDate': '2016-11-15', 'amount': 0.022}, {'ticker': 'CPG', 'exDate': '2016-10-27', 'paymentDate': '2016-11-15', 'recordDate': '2016-10-31', 'declaredDate': '2016-10-17', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2016-09-28', 'paymentDate': '2016-10-17', 'recordDate': '2016-09-30', 'declaredDate': '2016-09-15', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2016-08-29', 'paymentDate': '2016-09-15', 'recordDate': '2016-08-31', 'declaredDate': '2016-08-15', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2016-07-27', 'paymentDate': '2016-08-15', 'recordDate': '2016-07-31', 'declaredDate': '2016-07-15', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2016-06-28', 'paymentDate': '2016-07-15', 'recordDate': '2016-06-30', 'declaredDate': '2016-06-16', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2016-05-26', 'paymentDate': '2016-06-15', 'recordDate': '2016-05-31', 'declaredDate': '2016-05-17', 'amount': 0.024}, {'ticker': 'CPG', 'exDate': '2016-04-27', 'paymentDate': '2016-05-16', 'recordDate': '2016-04-30', 'declaredDate': '2016-04-18', 'amount': 0.023}, {'ticker': 'CPG', 'exDate': '2016-03-29', 'paymentDate': '2016-04-15', 'recordDate': '2016-03-31', 'declaredDate': '2016-03-15', 'amount': 0.022}, {'ticker': 'CPG', 'exDate': '2016-02-25', 'paymentDate': '2016-03-15', 'recordDate': '2016-02-29', 'declaredDate': '2016-02-17', 'amount': 0.1}, {'ticker': 'CPG', 'exDate': '2016-01-27', 'paymentDate': '2016-02-16', 'recordDate': '2016-01-31', 'declaredDate': '2016-01-15', 'amount': 0.072}, {'ticker': 'CPG', 'exDate': '2015-12-29', 'paymentDate': '2016-01-15', 'recordDate': '2015-12-31', 'declaredDate': '2015-12-16', 'amount': 0.054}, {'ticker': 'CPG', 'exDate': '2015-11-26', 'paymentDate': '2015-12-15', 'recordDate': '2015-11-30', 'declaredDate': '2015-11-18', 'amount': 0.076}, {'ticker': 'CPG', 'exDate': '2015-11-25', 'paymentDate': '2015-11-25', 'amount': 0.056}, {'ticker': 'CPG', 'exDate': '2015-10-28', 'paymentDate': '2015-11-16', 'recordDate': '2015-10-31', 'declaredDate': '2015-10-15', 'amount': 0.1}, {'ticker': 'CPG', 'exDate': '2015-09-28', 'paymentDate': '2015-10-15', 'recordDate': '2015-09-30', 'declaredDate': '2015-09-15', 'amount': 0.1}, {'ticker': 'CPG', 'exDate': '2015-08-27', 'paymentDate': '2015-09-15', 'recordDate': '2015-08-31', 'declaredDate': '2015-08-17', 'amount': 0.1}, {'ticker': 'CPG', 'exDate': '2015-07-29', 'paymentDate': '2015-08-17', 'recordDate': '2015-07-31', 'declaredDate': '2015-07-15', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2015-06-26', 'paymentDate': '2015-07-15', 'recordDate': '2015-06-30', 'declaredDate': '2015-06-16', 'amount': 0.187}, {'ticker': 'CPG', 'exDate': '2015-05-27', 'paymentDate': '2015-06-15', 'recordDate': '2015-05-31', 'declaredDate': '2015-05-15', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2015-04-28', 'paymentDate': '2015-05-15', 'recordDate': '2015-04-30', 'declaredDate': '2015-04-15', 'amount': 0.186}, {'ticker': 'CPG', 'exDate': '2015-03-27', 'paymentDate': '2015-04-15', 'recordDate': '2015-03-31', 'declaredDate': '2015-03-16', 'amount': 0.18}, {'ticker': 'CPG', 'exDate': '2015-02-25', 'paymentDate': '2015-03-16', 'recordDate': '2015-02-28', 'declaredDate': '2015-02-18', 'amount': 0.185}, {'ticker': 'CPG', 'exDate': '2015-01-28', 'paymentDate': '2015-02-17', 'recordDate': '2015-01-31', 'declaredDate': '2015-01-20', 'amount': 0.192}, {'ticker': 'CPG', 'exDate': '2014-12-29', 'paymentDate': '2015-01-15', 'recordDate': '2014-12-31', 'declaredDate': '2014-12-15', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2014-11-25', 'paymentDate': '2014-12-15', 'recordDate': '2014-11-30', 'declaredDate': '2014-11-17', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2014-10-29', 'paymentDate': '2014-11-17', 'recordDate': '2014-10-31', 'declaredDate': '2014-10-15', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2014-09-26', 'paymentDate': '2014-10-15', 'recordDate': '2014-09-30', 'declaredDate': '2014-09-15', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2014-08-27', 'paymentDate': '2014-09-15', 'recordDate': '2014-08-31', 'declaredDate': '2014-08-15', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2014-07-29', 'paymentDate': '2014-08-15', 'recordDate': '2014-07-31', 'declaredDate': '2014-07-15', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2014-06-26', 'paymentDate': '2014-07-15', 'recordDate': '2014-06-30', 'declaredDate': '2014-06-16', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2014-05-28', 'paymentDate': '2014-06-16', 'recordDate': '2014-05-31', 'declaredDate': '2014-05-15', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2014-04-28', 'paymentDate': '2014-05-15', 'recordDate': '2014-04-30', 'declaredDate': '2014-04-15', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2014-03-27', 'paymentDate': '2014-04-15', 'recordDate': '2014-03-31', 'declaredDate': '2014-03-17', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2014-02-26', 'paymentDate': '2014-03-17', 'recordDate': '2014-02-28', 'declaredDate': '2014-02-14', 'amount': 0.23}, {'ticker': 'CPG', 'exDate': '2014-01-29', 'paymentDate': '2014-02-17', 'recordDate': '2014-01-31', 'declaredDate': '2014-01-15', 'amount': 0.23}]"
